CODUSU;ANO4;TRIMESTRE;REGION;MAS_500;AGLOMERADO;PONDERA;CH03;CH04;CH06;CH10;NIVEL_ED;ESTADO;CAT_OCUP;PP07C;PP07H;PP3E_TOT;P21;TOT_P12;P47T;IPCF
TQRMNOP118282;2025;1;42;N;25;513;2;2;36;2;4;3;;;;;0;0;0;179800
TQRMNOP118283;2025;1;40;N;23;232;3;1;7;1;1;4;;;;;;;;185100
TQRMNOP118284;2025;1;1;S;33;1895;2;1;52;2;4;1;3;1;1;51;625000;130000;755000;243200
TQRMNOP118285;2025;1;43;N;38;1130;1;2;69;2;3;3;;;;;0;0;0;196800
TQRMNOP118286;2025;1;41;S;8;1139;9;2;7;1;3;4;;;;;;;;216600
TQRMNOP118287;2025;1;40;N;22;1297;2;2;31;2;5;3;;;;;0;0;0;121500
TQRMNOP118288;2025;1;43;S;20;856;3;2;29;2;3;2;;;;;0;0;0;81600
TQRMNOP118289;2025;1;1;S;32;1577;9;1;62;2;6;1;4;1;1;45;927000;0;927000;190500
TQRMNOP118290;2025;1;40;N;22;1430;2;2;18;2;3;2;;;;;0;0;0;188900
TQRMNOP118291;2025;1;1;S;33;1064;2;2;48;2;4;3;;;;;0;0;0;196800
TQRMNOP118292;2025;1;40;S;7;939;3;2;9;1;1;4;;;;;;;;122300
TQRMNOP118293;2025;1;43;S;17;1078;3;1;1;1;1;4;;;;;;;;99800
TQRMNOP118294;2025;1;1;S;32;1516;3;2;11;1;3;3;;;;;0;0;0;115100
TQRMNOP118295;2025;1;41;N;15;2030;1;2;35;2;4;1;3;1;1;34;476000;0;476000;162200
TQRMNOP118296;2025;1;41;S;8;562;3;1;15;1;2;3;;;;;0;0;0;198800
TQRMNOP118297;2025;1;1;S;33;451;1;1;23;1;5;1;2;1;1;23;672000;0;672000;166200
TQRMNOP118298;2025;1;1;S;32;837;1;2;40;2;1;1;1;1;1;70;428000;0;428000;100600
TQRMNOP118299;2025;1;1;S;33;1101;1;2;59;2;4;1;2;1;1;30;823000;0;823000;133800
TQRMNOP118300;2025;1;40;N;22;1522;3;2;52;2;2;1;3;1;1;23;218000;0;218000;165500
TQRMNOP118301;2025;1;1;S;33;1490;3;2;2;1;1;4;;;;;;;;134400
TQRMNOP118302;2025;1;43;S;20;773;3;1;2;1;2;4;;;;;;;;93600
TQRMNOP118303;2025;1;40;N;22;1224;2;1;33;2;6;1;2;1;1;62;1475000;137000;1612000;83700
TQRMNOP118304;2025;1;44;S;13;1586;1;2;24;2;4;1;1;2;2;32;965000;0;965000;182000
TQRMNOP118305;2025;1;44;N;14;624;3;1;1;1;2;4;;;;;;;;96000
TQRMNOP118306;2025;1;43;S;30;1453;1;2;57;2;2;1;3;2;2;12;459000;0;459000;213600
TQRMNOP118307;2025;1;1;S;32;945;6;1;36;2;1;1;3;3;2;26;568000;0;568000;296200
TQRMNOP118308;2025;1;1;S;32;1259;3;1;0;1;1;4;;;;;;;;234000
TQRMNOP118309;2025;1;41;S;8;2220;6;1;33;2;4;1;3;1;1;30;286000;0;286000;329900
TQRMNOP118310;2025;1;1;S;32;633;3;2;0;1;1;4;;;;;;;;97000
TQRMNOP118311;2025;1;42;N;25;1281;5;2;13;1;1;3;;;;;0;0;0;104400
TQRMNOP118312;2025;1;1;S;33;453;2;1;31;2;4;1;3;1;1;44;872000;0;872000;342100
TQRMNOP118313;2025;1;41;N;15;2205;3;1;10;1;1;3;;;;;0;0;0;146500
TQRMNOP118314;2025;1;1;S;32;1464;3;1;1;1;1;4;;;;;;;;92900
TQRMNOP118315;2025;1;44;N;5;1271;1;1;43;2;3;3;;;;;0;0;0;64800
TQRMNOP118316;2025;1;42;N;27;1514;3;1;19;2;3;3;;;;;0;0;0;138000
TQRMNOP118317;2025;1;41;S;8;1561;1;2;45;2;4;1;2;1;1;33;580000;0;580000;190700
TQRMNOP118318;2025;1;41;S;8;1218;3;2;64;2;6;1;1;2;2;31;468000;0;468000;78600
TQRMNOP118319;2025;1;44;N;14;1529;3;1;5;1;3;4;;;;;;;;64900
TQRMNOP118320;2025;1;43;N;29;487;3;2;6;1;1;4;;;;;;;;545500
TQRMNOP118321;2025;1;1;S;33;1538;1;1;31;2;5;1;3;1;1;35;958000;0;958000;72300
TQRMNOP118322;2025;1;43;S;19;1668;3;1;18;1;5;1;3;2;2;21;354000;62000;416000;64800
TQRMNOP118323;2025;1;43;N;34;1304;2;2;27;2;4;1;3;2;2;20;206000;0;206000;207300
TQRMNOP118324;2025;1;43;S;30;1366;1;2;45;2;3;1;2;1;1;34;467000;0;467000;143700
TQRMNOP118325;2025;1;41;N;12;1109;2;1;18;2;4;1;3;3;2;68;416000;0;416000;99000
TQRMNOP118326;2025;1;1;S;32;811;1;1;61;2;3;3;;;;;0;0;0;206900
TQRMNOP118327;2025;1;40;N;22;1931;1;2;89;1;2;3;;;;;0;0;0;390900
TQRMNOP118328;2025;1;1;S;32;1010;2;1;71;2;4;3;;;;;0;0;0;50400
TQRMNOP118329;2025;1;1;S;33;1445;1;1;42;2;4;1;3;2;2;40;570000;0;570000;106800
TQRMNOP118330;2025;1;43;N;26;1374;2;1;41;2;6;2;;;;;0;0;0;83600
TQRMNOP118331;2025;1;1;S;32;915;1;1;63;2;6;3;;;;;0;0;0;147500
TQRMNOP118332;2025;1;43;N;26;609;1;2;20;2;4;3;;;;;0;0;0;571700
TQRMNOP118333;2025;1;1;S;32;1525;9;1;60;2;3;3;;;;;0;64000;64000;125700
TQRMNOP118334;2025;1;42;N;27;1063;1;2;47;2;3;1;1;1;1;33;712000;0;712000;258000
TQRMNOP118335;2025;1;1;S;32;1215;1;1;25;1;5;3;;;;;0;0;0;99500
TQRMNOP118336;2025;1;41;N;12;2047;3;1;13;1;2;3;;;;;0;0;0;163600
TQRMNOP118337;2025;1;42;N;25;739;3;1;62;1;6;3;;;;;0;0;0;122500
TQRMNOP118338;2025;1;1;S;33;1075;3;1;6;1;3;4;;;;;;;;132000
TQRMNOP118339;2025;1;43;S;20;1518;6;1;55;3;1;1;2;2;1;56;515000;124000;639000;184300
TQRMNOP118340;2025;1;43;N;26;1772;1;2;51;2;4;3;;;;;0;73000;73000;111600
TQRMNOP118341;2025;1;41;S;8;1892;3;2;9;1;1;4;;;;;;;;146100
TQRMNOP118342;2025;1;1;S;33;994;3;2;17;1;3;3;;;;;0;0;0;111800
TQRMNOP118343;2025;1;1;S;33;659;1;1;57;2;6;3;;;;;0;127000;127000;200600
TQRMNOP118344;2025;1;44;N;5;592;1;2;79;3;3;3;;;;;0;93000;93000;79500
TQRMNOP118345;2025;1;43;N;34;915;3;1;18;2;3;1;3;1;1;12;1187000;0;1187000;134100
TQRMNOP118346;2025;1;44;N;4;1067;1;2;33;2;4;1;3;2;2;20;348000;0;348000;42200
TQRMNOP118347;2025;1;43;S;17;1257;3;2;9;1;3;4;;;;;;;;175300
TQRMNOP118348;2025;1;1;S;33;1490;6;2;63;2;7;3;;;;;0;0;0;247300
TQRMNOP118349;2025;1;1;S;32;1927;2;1;20;2;4;1;4;1;1;40;691000;0;691000;69900
TQRMNOP118350;2025;1;41;S;8;1074;3;2;15;1;3;3;;;;;0;0;0;62900
TQRMNOP118351;2025;1;43;S;17;934;1;2;65;2;3;3;;;;;0;22000;22000;224800
TQRMNOP118352;2025;1;40;N;22;771;3;1;50;2;2;1;3;1;1;36;794000;0;794000;88100
TQRMNOP118353;2025;1;43;S;30;1667;2;2;64;2;3;3;;;;;0;89000;89000;58300
TQRMNOP118354;2025;1;43;N;29;1944;2;1;66;2;3;3;;;;;0;0;0;196800
TQRMNOP118355;2025;1;42;S;10;1415;1;1;54;2;4;1;3;1;1;48;1065000;0;1065000;215100
TQRMNOP118356;2025;1;42;S;10;1472;3;2;16;1;3;3;;;;;0;0;0;148600
TQRMNOP118357;2025;1;44;N;14;1169;6;2;35;2;6;1;3;1;1;36;795000;0;795000;151400
TQRMNOP118358;2025;1;41;N;15;557;3;1;13;1;1;3;;;;;0;0;0;58000
TQRMNOP118359;2025;1;1;S;33;1293;1;2;68;2;6;1;3;1;1;32;1130000;0;1130000;162700
TQRMNOP118360;2025;1;42;N;25;886;1;2;91;2;5;3;;;;;0;0;0;92900
TQRMNOP118361;2025;1;42;S;10;1264;3;1;1;1;1;4;;;;;;;;285700
TQRMNOP118362;2025;1;41;N;12;856;2;1;42;2;6;3;;;;;0;0;0;261800
TQRMNOP118363;2025;1;1;S;32;335;1;2;28;1;4;3;;;;;0;0;0;178500
TQRMNOP118364;2025;1;42;S;10;803;2;2;32;2;3;3;;;;;0;0;0;98100
TQRMNOP118365;2025;1;43;S;17;966;3;2;25;1;5;1;2;1;1;64;903000;0;903000;68300
TQRMNOP118366;2025;1;44;N;4;1516;6;2;70;2;6;3;;;;;0;0;0;383000
TQRMNOP118367;2025;1;41;S;8;1384;2;1;23;1;4;1;3;3;2;32;210000;0;210000;179000
TQRMNOP118368;2025;1;1;S;32;1668;3;2;5;1;1;4;;;;;;;;187300
TQRMNOP118369;2025;1;41;S;8;1546;1;2;43;2;5;1;3;1;1;35;551000;0;551000;128300
TQRMNOP118370;2025;1;43;N;26;1180;3;1;21;2;5;1;3;1;1;46;919000;0;919000;190300
TQRMNOP118371;2025;1;43;S;17;1192;3;2;5;1;1;4;;;;;;;;174200
TQRMNOP118372;2025;1;41;N;12;1406;1;2;45;2;1;3;;;;;0;0;0;136500
TQRMNOP118373;2025;1;43;S;20;1092;2;2;85;2;4;3;;;;;0;0;0;73100
TQRMNOP118374;2025;1;44;N;14;902;9;1;43;2;2;1;2;2;2;29;240000;0;240000;142700
TQRMNOP118375;2025;1;43;S;19;1033;1;1;64;2;2;1;3;1;2;34;594000;308000;902000;187500
TQRMNOP118376;2025;1;40;N;9;1713;1;1;38;2;3;1;3;3;2;32;351000;0;351000;138100
TQRMNOP118377;2025;1;43;S;30;1217;1;1;87;2;3;3;;;;;0;0;0;80100
TQRMNOP118378;2025;1;44;N;5;1688;1;1;28;2;6;2;;;;;0;0;0;43200
TQRMNOP118379;2025;1;1;S;32;1276;2;1;65;2;4;1;3;2;2;19;610000;0;610000;103500
TQRMNOP118380;2025;1;1;S;33;1219;9;2;62;2;1;1;3;1;1;51;387000;0;387000;116500
TQRMNOP118381;2025;1;43;S;36;1151;2;1;31;2;2;1;3;2;2;32;251000;0;251000;154800
TQRMNOP118382;2025;1;43;S;17;1188;3;1;22;2;3;1;3;2;2;42;348000;76000;424000;88600
TQRMNOP118383;2025;1;42;N;25;1169;2;2;22;2;4;3;;;;;0;0;0;83500
TQRMNOP118384;2025;1;40;S;7;403;1;1;30;1;3;3;;;;;0;0;0;192500
TQRMNOP118385;2025;1;42;S;10;1077;3;1;22;2;3;1;3;1;2;29;447000;0;447000;59900
TQRMNOP118386;2025;1;1;S;33;697;9;2;1;1;2;4;;;;;;;;82800
TQRMNOP118387;2025;1;40;S;7;782;1;2;28;1;5;3;;;;;0;0;0;95700
TQRMNOP118388;2025;1;41;N;12;1821;3;1;27;2;3;1;2;2;2;29;267000;0;267000;739300
TQRMNOP118389;2025;1;42;N;25;1231;3;1;9;1;3;4;;;;;;;;139600
TQRMNOP118390;2025;1;41;N;12;172;3;2;21;1;4;3;;;;;0;0;0;113300
TQRMNOP118391;2025;1;40;S;7;740;2;2;40;2;5;1;3;3;1;44;1174000;0;1174000;321400
TQRMNOP118392;2025;1;41;N;15;838;2;1;52;2;5;1;3;1;1;44;588000;132000;720000;258600
TQRMNOP118393;2025;1;41;S;8;526;3;1;21;2;4;1;3;2;2;52;405000;0;405000;70700
TQRMNOP118394;2025;1;41;S;8;1484;2;1;37;2;1;1;3;2;2;22;268000;0;268000;181900
TQRMNOP118395;2025;1;43;S;30;1452;3;1;16;1;1;3;;;;;0;0;0;205800
TQRMNOP118396;2025;1;1;S;32;1551;2;1;52;2;3;1;2;3;2;12;333000;0;333000;69600
TQRMNOP118397;2025;1;43;S;19;424;3;2;0;1;1;4;;;;;;;;177100
TQRMNOP118398;2025;1;43;S;19;1193;9;2;69;3;4;2;;;;;0;0;0;213900
TQRMNOP118399;2025;1;40;N;9;1260;2;1;67;2;4;1;2;2;2;30;404000;0;404000;219100
TQRMNOP118400;2025;1;43;N;26;1408;6;2;51;2;4;3;;;;;0;202000;202000;46600
TQRMNOP118401;2025;1;42;N;25;1523;3;2;14;1;1;3;;;;;0;0;0;289900
TQRMNOP118402;2025;1;42;N;27;1233;3;1;14;1;3;3;;;;;0;0;0;253000
TQRMNOP118403;2025;1;43;N;26;1782;1;1;51;2;4;1;3;1;1;47;688000;71000;759000;150500
TQRMNOP118404;2025;1;41;S;8;1019;1;2;34;2;4;1;3;1;1;47;1410000;0;1410000;80800
TQRMNOP118405;2025;1;1;S;33;1612;3;1;1;1;1;4;;;;;;;;314900
TQRMNOP118406;2025;1;42;N;25;1224;3;2;22;1;3;3;;;;;0;0;0;44100
TQRMNOP118407;2025;1;1;S;32;1238;3;2;11;1;3;3;;;;;0;27000;27000;281300
TQRMNOP118408;2025;1;40;N;9;580;3;2;0;1;3;4;;;;;;;;203600
TQRMNOP118409;2025;1;41;N;12;1311;5;2;5;1;1;4;;;;;;;;157600
TQRMNOP118410;2025;1;44;N;2;704;2;2;59;2;3;1;3;1;1;29;1774000;0;1774000;97200
TQRMNOP118411;2025;1;40;N;9;468;1;1;68;1;3;3;;;;;0;47000;47000;183900
TQRMNOP118412;2025;1;43;N;29;542;3;2;17;1;3;3;;;;;0;41000;41000;83000
TQRMNOP118413;2025;1;42;N;27;1206;1;1;55;2;6;1;2;1;1;21;1014000;0;1014000;130500
TQRMNOP118414;2025;1;43;N;34;1043;2;2;95;2;4;3;;;;;0;0;0;353800
TQRMNOP118415;2025;1;40;N;9;1359;2;1;29;2;3;1;3;1;2;42;-9;0;0;323900
TQRMNOP118416;2025;1;1;S;32;1802;3;2;9;1;1;4;;;;;;;;117200
TQRMNOP118417;2025;1;43;N;26;1192;2;1;54;2;3;1;3;2;2;41;952000;0;952000;216100
TQRMNOP118418;2025;1;41;S;8;403;1;1;56;2;4;1;3;1;1;39;1034000;0;1034000;212800
TQRMNOP118419;2025;1;1;S;32;1178;9;2;69;1;2;3;;;;;0;0;0;30700
TQRMNOP118420;2025;1;1;S;32;1284;3;1;9;1;1;4;;;;;;;;171300
TQRMNOP118421;2025;1;1;S;32;1109;2;2;36;2;3;1;3;2;2;73;698000;0;698000;243000
TQRMNOP118422;2025;1;43;N;34;177;2;1;45;2;6;1;3;1;1;41;1310000;0;1310000;60100
TQRMNOP118423;2025;1;44;S;13;1293;3;2;25;2;3;1;2;2;2;23;948000;0;948000;125700
TQRMNOP118424;2025;1;1;S;32;1435;3;2;54;2;4;3;;;;;0;0;0;99900
TQRMNOP118425;2025;1;40;S;7;1795;3;2;12;1;2;3;;;;;0;0;0;65100
TQRMNOP118426;2025;1;1;S;32;987;3;1;4;1;1;4;;;;;;;;151300
TQRMNOP118427;2025;1;40;N;9;1494;1;2;32;2;4;1;3;2;2;42;245000;0;245000;222400
TQRMNOP118428;2025;1;44;N;14;641;2;2;41;2;5;1;1;1;1;40;643000;0;643000;134400
TQRMNOP118429;2025;1;1;S;32;1440;9;2;35;2;6;3;;;;;0;0;0;176400
TQRMNOP118430;2025;1;42;N;25;885;6;2;32;1;3;1;2;2;2;20;460000;0;460000;72300
TQRMNOP118431;2025;1;1;S;32;1295;3;2;10;1;1;3;;;;;0;0;0;236200
TQRMNOP118432;2025;1;43;S;30;821;1;2;45;2;6;1;3;1;1;42;1140000;0;1140000;52300
TQRMNOP118433;2025;1;43;S;36;1058;1;1;56;2;2;1;3;3;2;43;797000;0;797000;90600
TQRMNOP118434;2025;1;43;N;26;1001;1;1;62;2;3;3;;;;;0;0;0;213600
TQRMNOP118435;2025;1;40;N;23;1010;1;2;39;2;4;3;;;;;0;222000;222000;171700
TQRMNOP118436;2025;1;43;S;30;738;2;1;32;2;4;1;2;1;1;51;926000;0;926000;444100
TQRMNOP118437;2025;1;41;N;12;1836;3;2;14;1;1;3;;;;;0;0;0;165900
TQRMNOP118438;2025;1;43;S;36;1348;5;2;15;1;3;3;;;;;0;0;0;212900
TQRMNOP118439;2025;1;40;S;7;936;1;1;76;2;6;3;;;;;0;0;0;61500
TQRMNOP118440;2025;1;43;S;20;1194;2;2;50;3;3;3;;;;;0;61000;61000;92900
TQRMNOP118441;2025;1;42;N;27;824;3;1;2;1;1;4;;;;;;;;197500
TQRMNOP118442;2025;1;1;S;32;1089;2;2;36;2;4;1;3;1;2;38;-9;0;0;243600
TQRMNOP118443;2025;1;1;S;32;1031;3;1;8;1;1;4;;;;;;;;184600
TQRMNOP118444;2025;1;42;N;27;882;1;2;46;2;3;1;2;1;1;43;520000;0;520000;127700
TQRMNOP118445;2025;1;40;S;7;1550;1;1;36;2;5;1;3;1;1;48;608000;0;608000;110200
TQRMNOP118446;2025;1;43;N;26;1438;1;1;82;2;5;3;;;;;0;0;0;134300
TQRMNOP118447;2025;1;1;S;33;796;1;2;65;2;2;3;;;;;0;0;0;68000
TQRMNOP118448;2025;1;43;S;36;1099;3;2;9;1;1;4;;;;;;;;94000
TQRMNOP118449;2025;1;1;S;32;1093;2;1;36;2;6;1;3;1;1;44;1329000;0;1329000;47300
TQRMNOP118450;2025;1;40;N;23;1088;1;2;19;2;3;3;;;;;0;0;0;407300
TQRMNOP118451;2025;1;42;N;27;224;1;1;30;2;1;1;2;2;2;8;161000;0;161000;123500
TQRMNOP118452;2025;1;42;N;25;923;1;2;65;2;3;3;;;;;0;0;0;168800
TQRMNOP118453;2025;1;44;N;2;1234;1;2;37;2;4;1;1;3;2;5;626000;0;626000;75200
TQRMNOP118454;2025;1;43;N;34;1293;2;2;70;3;4;3;;;;;0;92000;92000;178400
TQRMNOP118455;2025;1;40;N;9;855;2;2;24;2;3;3;;;;;0;82000;82000;88900
TQRMNOP118456;2025;1;43;S;17;1448;2;1;94;2;2;1;3;1;1;54;494000;0;494000;152400
TQRMNOP118457;2025;1;1;S;32;1351;1;2;56;2;5;1;2;1;1;33;-9;26000;25991;455600
TQRMNOP118458;2025;1;43;N;29;935;2;1;32;2;2;1;3;1;2;41;259000;0;259000;39100
TQRMNOP118459;2025;1;40;S;7;1092;3;2;28;2;6;2;;;;;0;0;0;132200
TQRMNOP118460;2025;1;41;N;15;1260;3;2;11;1;1;3;;;;;0;0;0;136000
TQRMNOP118461;2025;1;44;N;93;727;2;2;70;2;4;3;;;;;0;0;0;94500
TQRMNOP118462;2025;1;42;S;10;1405;3;2;10;1;2;3;;;;;0;0;0;176400
TQRMNOP118463;2025;1;43;S;19;1119;3;1;26;1;3;1;3;3;1;49;601000;73000;674000;60100
TQRMNOP118464;2025;1;42;N;25;703;2;1;65;2;2;1;3;2;2;29;294000;0;294000;76900
TQRMNOP118465;2025;1;1;S;33;956;1;2;70;2;4;3;;;;;0;0;0;74500
TQRMNOP118466;2025;1;40;N;22;2783;3;2;27;2;6;3;;;;;0;54000;54000;67000
TQRMNOP118467;2025;1;40;N;22;752;3;1;12;1;2;3;;;;;0;0;0;106900
TQRMNOP118468;2025;1;1;S;33;1917;1;2;48;2;3;1;2;1;1;55;500000;0;500000;125100
TQRMNOP118469;2025;1;43;S;20;1230;3;2;17;1;2;3;;;;;0;0;0;255800
TQRMNOP118470;2025;1;40;N;9;1664;3;1;2;1;1;4;;;;;;;;144600
TQRMNOP118471;2025;1;43;N;34;2300;3;2;3;1;3;4;;;;;;;;174400
TQRMNOP118472;2025;1;43;S;19;1626;2;1;19;1;5;2;;;;;0;0;0;107900
TQRMNOP118473;2025;1;40;N;22;1790;1;2;50;2;3;1;2;1;1;42;316000;0;316000;275200
TQRMNOP118474;2025;1;1;S;32;1794;2;2;35;2;5;1;3;1;1;46;868000;0;868000;299400
TQRMNOP118475;2025;1;43;N;38;920;1;1;64;1;4;3;;;;;0;24000;24000;157000
TQRMNOP118476;2025;1;1;S;32;1436;1;1;52;2;2;1;3;2;2;30;395000;0;395000;220100
TQRMNOP118477;2025;1;40;N;23;131;5;1;15;1;3;3;;;;;0;0;0;330800
TQRMNOP118478;2025;1;1;S;32;1312;2;2;48;2;4;1;3;1;1;29;1318000;0;1318000;219200
TQRMNOP118479;2025;1;44;N;14;1048;3;2;17;1;3;3;;;;;0;0;0;143300
TQRMNOP118480;2025;1;43;S;17;889;3;1;29;1;5;1;3;2;2;40;-9;0;0;158900
TQRMNOP118481;2025;1;1;S;33;1168;1;1;25;2;6;1;1;1;1;27;1288000;0;1288000;151700
TQRMNOP118482;2025;1;1;S;33;2066;2;2;32;2;3;1;3;2;2;18;668000;0;668000;75400
TQRMNOP118483;2025;1;1;S;33;848;2;2;21;2;4;2;;;;;0;0;0;165100
TQRMNOP118484;2025;1;1;S;32;956;3;1;57;2;2;1;3;2;2;31;389000;0;389000;203900
TQRMNOP118485;2025;1;1;S;32;720;2;2;55;2;2;3;;;;;0;0;0;108600
TQRMNOP118486;2025;1;40;N;23;941;1;1;44;2;4;1;3;3;1;39;170000;0;170000;178300
TQRMNOP118487;2025;1;40;S;7;1789;3;2;1;1;1;4;;;;;;;;154200
TQRMNOP118488;2025;1;42;S;10;834;1;1;36;2;1;3;;;;;0;122000;122000;126600
TQRMNOP118489;2025;1;1;S;32;900;3;2;12;1;1;2;;;;;0;81000;81000;76400
TQRMNOP118490;2025;1;1;S;33;1254;3;1;68;1;5;3;;;;;0;0;0;362900
TQRMNOP118491;2025;1;41;S;8;1477;3;2;16;1;3;3;;;;;0;0;0;37500
TQRMNOP118492;2025;1;1;S;33;1282;3;1;1;1;3;4;;;;;;;;236000
TQRMNOP118493;2025;1;40;N;22;1391;1;1;42;2;3;1;3;2;2;40;354000;0;354000;130700
TQRMNOP118494;2025;1;44;N;6;1101;3;2;10;1;1;3;;;;;0;97000;97000;181500
TQRMNOP118495;2025;1;1;S;32;1019;1;1;35;2;4;1;2;2;2;35;441000;0;441000;170300
TQRMNOP118496;2025;1;40;S;7;1775;3;1;11;1;3;2;;;;;0;58000;58000;131000
TQRMNOP118497;2025;1;41;N;15;1350;3;1;26;2;4;1;2;1;2;49;469000;0;469000;123100
TQRMNOP118498;2025;1;42;N;25;1376;3;1;21;1;5;2;;;;;0;0;0;226300
TQRMNOP118499;2025;1;43;S;17;1268;3;2;17;1;4;3;;;;;0;0;0;130400
TQRMNOP118500;2025;1;40;N;22;691;2;2;36;2;1;1;3;2;2;33;168000;81000;249000;63500
TQRMNOP118501;2025;1;41;S;8;1275;3;1;18;1;5;1;2;2;2;13;363000;0;363000;72400
TQRMNOP118502;2025;1;1;S;32;392;2;2;53;3;3;3;;;;;0;0;0;221100
TQRMNOP118503;2025;1;40;N;23;575;1;2;44;2;6;3;;;;;0;39000;39000;117800
TQRMNOP118504;2025;1;40;S;7;1007;1;1;58;2;4;3;;;;;0;0;0;175400
TQRMNOP118505;2025;1;40;N;9;1011;2;1;30;2;3;1;3;2;2;34;240000;0;240000;241200
TQRMNOP118506;2025;1;42;N;25;1162;3;1;27;1;5;1;2;2;2;16;243000;0;243000;187300
TQRMNOP118507;2025;1;43;N;26;1449;1;2;42;2;2;1;3;1;1;32;616000;0;616000;124400
TQRMNOP118508;2025;1;42;N;27;1949;3;1;50;2;4;1;2;1;1;36;1877000;0;1877000;94200
TQRMNOP118509;2025;1;43;N;34;594;2;2;19;1;5;1;3;3;1;36;818000;36000;854000;456200
TQRMNOP118510;2025;1;1;S;33;941;1;1;54;2;4;3;;;;;0;0;0;200600
TQRMNOP118511;2025;1;42;S;10;951;3;1;6;1;1;4;;;;;;;;44800
TQRMNOP118512;2025;1;1;S;33;1893;3;2;29;1;5;1;4;3;2;27;-9;0;0;366800
TQRMNOP118513;2025;1;43;S;17;446;1;2;67;2;6;1;3;1;1;30;-9;0;0;234900
TQRMNOP118514;2025;1;1;S;32;1428;1;2;20;2;1;2;;;;;0;110000;110000;317700
TQRMNOP118515;2025;1;1;S;32;289;2;1;68;2;3;3;;;;;0;0;0;107300
TQRMNOP118516;2025;1;41;N;15;1143;3;2;21;1;4;3;;;;;0;0;0;91400
TQRMNOP118517;2025;1;40;N;22;505;9;1;43;2;6;1;3;1;1;33;710000;0;710000;90400
TQRMNOP118518;2025;1;1;S;32;1128;3;2;26;1;4;1;4;1;1;47;664000;174000;838000;74000
TQRMNOP118519;2025;1;1;S;33;2053;3;2;5;1;1;4;;;;;;;;178900
TQRMNOP118520;2025;1;1;S;33;1544;3;1;5;1;3;4;;;;;;;;184500
TQRMNOP118521;2025;1;40;N;9;1664;2;1;41;2;5;3;;;;;0;0;0;74800
TQRMNOP118522;2025;1;40;N;9;496;1;1;60;1;6;1;3;1;1;56;1505000;32000;1537000;161400
TQRMNOP118523;2025;1;1;S;32;1384;1;1;51;2;2;3;;;;;0;0;0;162600
TQRMNOP118524;2025;1;43;S;30;729;9;1;31;3;5;3;;;;;0;0;0;177200
TQRMNOP118525;2025;1;1;S;33;822;1;1;40;2;6;1;2;1;1;33;1215000;79000;1294000;95100
TQRMNOP118526;2025;1;1;S;32;2073;1;1;45;2;4;1;3;2;1;35;992000;0;992000;204600
TQRMNOP118527;2025;1;43;N;26;1249;3;1;29;2;4;3;;;;;0;39000;39000;100100
TQRMNOP118528;2025;1;43;S;36;2530;1;2;28;2;3;2;;;;;0;225000;225000;153400
TQRMNOP118529;2025;1;42;N;27;1123;1;2;58;2;4;1;3;1;1;36;829000;0;829000;199800
TQRMNOP118530;2025;1;43;S;19;1506;3;2;14;1;2;3;;;;;0;0;0;72000
TQRMNOP118531;2025;1;42;N;25;1211;1;1;61;2;1;3;;;;;0;0;0;141300
TQRMNOP118532;2025;1;40;S;7;1485;2;2;52;2;3;1;2;3;1;44;385000;0;385000;49800
TQRMNOP118533;2025;1;44;N;5;1099;1;2;61;2;4;3;;;;;0;35000;35000;64600
TQRMNOP118534;2025;1;1;S;32;1440;3;2;6;1;1;4;;;;;;;;99800
TQRMNOP118535;2025;1;1;S;32;870;3;1;95;2;4;3;;;;;0;152000;152000;322700
TQRMNOP118536;2025;1;44;N;93;1116;1;1;46;2;2;2;;;;;0;0;0;151200
TQRMNOP118537;2025;1;40;N;23;1553;3;1;48;2;3;1;1;1;1;52;875000;156000;1031000;162000
TQRMNOP118538;2025;1;42;N;27;2090;2;1;26;2;6;1;1;1;2;38;706000;124000;830000;388800
TQRMNOP118539;2025;1;1;S;32;293;9;2;1;1;1;4;;;;;;;;260800
TQRMNOP118540;2025;1;40;S;7;1527;3;1;32;2;5;1;3;1;1;24;545000;36000;581000;146900
TQRMNOP118541;2025;1;41;N;15;1409;2;1;19;2;2;3;;;;;0;132000;132000;167800
TQRMNOP118542;2025;1;44;N;6;1973;3;1;3;1;3;4;;;;;;;;103300
TQRMNOP118543;2025;1;43;S;30;1855;1;2;65;2;6;1;3;1;1;49;807000;96000;903000;234500
TQRMNOP118544;2025;1;43;N;38;1179;1;2;69;2;2;3;;;;;0;0;0;153100
TQRMNOP118545;2025;1;43;S;30;1431;3;1;2;1;1;4;;;;;;;;137700
TQRMNOP118546;2025;1;1;S;32;919;3;1;3;1;1;4;;;;;;;;150300
TQRMNOP118547;2025;1;1;S;33;1150;3;2;25;2;6;3;;;;;0;0;0;167900
TQRMNOP118548;2025;1;42;S;10;1693;3;1;18;1;4;3;;;;;0;0;0;519000
TQRMNOP118549;2025;1;44;N;14;1601;1;2;56;2;2;3;;;;;0;0;0;280500
TQRMNOP118550;2025;1;1;S;32;1794;6;1;59;2;3;3;;;;;0;0;0;114900
TQRMNOP118551;2025;1;43;N;38;1165;5;1;1;1;1;4;;;;;;;;159000
TQRMNOP118552;2025;1;1;S;32;774;1;1;29;1;5;3;;;;;0;0;0;136400
TQRMNOP118553;2025;1;1;S;33;1097;3;2;22;1;4;1;3;2;2;16;544000;0;544000;194700
